Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2015-05-27,0.005535938695431450,0.0033826799417824300,0.005831380627200340,0.0035053789962962200
2015-05-28,-0.0015987359927381900,0.0006190338596203660,-0.0014913963106043500,-0.008909478229770170
2015-05-29,-0.0015331167678223100,5.87144553461094E-05,-0.004973339871131130,-0.0054978282539692700
2015-06-01,0.0020812756386008300,-0.00011296221611734000,0.0008367055129892000,0.002915761374403300
2015-06-02,0.0032039090197975000,0.0004800749450011300,-0.0012609487884210900,0.0007174833664982390
2015-06-03,0.003248171274356390,-7.99392535919541E-05,0.0010133703493922000,0.0010169903682866200
2015-06-04,-0.005805559679860960,-0.004054095054897510,-0.00954839923681361,-0.009874478644349650
2015-06-05,0.0022242066179463100,0.0012237037820321800,-0.0009672850539865770,0.010381324572437300
2015-06-08,-0.01005313758299660,-0.00346062816824777,-0.007402033470336970,-0.006331944406023690
2015-06-09,0.00030841329467179400,0.00025084567129818300,0.0005412156216157980,-0.0015953414326840300
2015-06-10,0.009506765971000860,0.004911195948708920,0.008996315002000040,0.012598816914839700
2015-06-11,-0.0002930653016161020,0.001705947290164160,0.004141263182783960,0.0004913190227773260
2015-06-12,-0.0021077469462302800,-0.0024344614636181400,-0.0055339092925360500,0.004255973105020240
2015-06-15,-0.003400452158348170,-0.0015512287181938000,-0.00485451031865225,-0.007897064302326060
2015-06-16,0.0010892881912969400,-0.00012863934543050300,0.002638027793563590,0.0010908375384890400
2015-06-17,-0.0017146754766553800,-0.002332744092803820,0.0008381826517656070,0.0008711225471376150
2015-06-18,0.0038682653593236100,0.0048044500873116700,0.008363286009602790,0.0032893952099657400
2015-06-19,-0.0017989285486979000,-0.0009096672063709790,-0.0015430312899998900,-0.009432282799691440
2015-06-22,0.006302291087415310,0.0023973481372536700,0.0036006319791481700,0.0019214230173629800
2015-06-23,0.0008716758003386450,0.001200334527767130,-0.0003825135206220190,0.0030669723561185200
2015-06-24,-0.0056936186676936900,-0.0046252715239230000,-0.009462694006868060,-0.00572512099925393
2015-06-25,0.0016993342251063700,0.0015946974013278900,-0.0016461083440371100,-0.00824742469375972
2015-06-26,-0.01059800449064350,-0.004985520085365010,0.003985804858968930,-0.0051029361356617100
2015-06-29,-0.019128767248069,-0.006835206366060500,-0.01938372012297950,-0.019996585416474500
2015-06-30,0.006073271459618340,0.0015495993638208200,0.004071330009511880,0.01182553399928100
2015-07-01,-0.001364683300029920,0.002100393219480970,0.005814715560871650,-0.0013042615337074400
2015-07-02,0.0006127121282701880,-0.0001386479499814190,-0.0017814596172492900,-0.009721227599883030
2015-07-03,0.0,0.0,0.0,0.0
2015-07-06,-0.005870023410775470,-0.002185727849183140,-0.0010826389099923800,-0.005799069714534030
2015-07-07,0.0005972888032872440,0.003961577917730220,0.004652292328031220,-0.007633501972860830
2015-07-08,-0.017211462455095400,-0.007654141885372060,-0.014787697662911100,-0.011736733650209100
2015-07-09,0.007471983224985880,0.0038865165436641200,0.00044083888879265000,0.017669528083365400
2015-07-10,0.008968961809522340,0.0035885156191668400,0.01360494161508340,0.007015003102871950
2015-07-13,0.007945920110751240,0.001149331784531920,0.008658117166186590,0.01017848317243160
2015-07-14,0.0048719790911935200,0.00446747231062683,0.002888432323230990,0.0018555539354889700
2015-07-15,-0.008264115148094890,-0.004295558927131850,-0.002344440047281290,-0.010163410944454800
2015-07-16,0.0026830895835052700,-0.0021700757501153000,0.003934819686220780,0.014834819300268500
2015-07-17,-0.001662113674263500,-0.003665067019300360,0.0011084694645147100,0.008452189893634940
2015-07-20,-0.008216655863186320,-0.0033487560389712200,0.0013445913636489500,-0.004670495467185900
2015-07-21,0.0008684090936226240,0.0007306553460315610,-0.006045643550015360,-0.001677817736863820
2015-07-22,-0.002052720280821820,-0.001337521594642180,0.0012713613452362000,0.0017261405721773500
2015-07-23,0.002767534351910460,-0.0016768631690191600,-0.0020899773568288100,-0.01094577719368430
2015-07-24,-0.011161310559215900,-0.005701263004326610,-0.0033705064151774400,-0.009782180259121810
2015-07-27,-0.00894555818464815,-0.012591459816287700,-0.008106780898421320,-0.018804004528584300
2015-07-28,0.008596549338298900,0.0021593795992267400,0.007026321493941450,0.008162662015691820
2015-07-29,0.007662120171917140,0.003381917461467100,0.007917431599953060,0.0036070570897819300
2015-07-30,0.0002326894302369100,0.0021155191299060400,0.003160207287607800,-0.002041578886225030
2015-07-31,-0.0028881156472861900,-0.00103872944563832,-0.001834496790499520,-0.00019242329363566800
2015-08-03,-0.00460300651864598,-0.001983651505543470,0.0013597158422618000,-3.61203791662268E-05
2015-08-04,0.0013422619316794100,-0.010218335118476900,0.0006843504832250160,-0.0033542981059566700
2015-08-05,0.004218790266583340,-0.003760371377478420,0.0017999881724748400,0.004377033495213790
2015-08-06,0.00044597225592024600,-0.003822025083400680,-0.005835758787857030,-0.0028377514092816600
2015-08-07,-0.005017721089090160,0.002052716934897840,-0.0014149680713723100,-0.007747359056992530
2015-08-10,0.014225877694016100,0.010811095827389700,0.008946054864899190,0.0052625028156168000
2015-08-11,0.0,0.0,0.0,0.0
2015-08-12,0.0,0.0,0.0,0.0
2015-08-13,0.0,0.0,0.0,0.0
2015-08-14,0.00040143290952388,-0.0004131365407969990,0.004329817665133410,0.012245166620439300
2015-08-17,0.0044494697505610400,0.004695834638347660,0.003442328894982080,-0.005222479665145660
2015-08-18,-0.006355226037985660,-0.0001739040416641750,-0.0017215852939859200,-0.012749169159479700
2015-08-19,-0.00791532660272154,-0.005929744607012900,-0.002801520669078680,-0.006636527365591060
2015-08-20,-0.019236354325233400,-0.014526326545738400,-0.01934036087917480,-0.04710848668824770
2015-08-21,-0.016851863985379900,-0.009936541300330950,-0.02737299276934090,-0.019140374604041900
2015-08-24,-0.029425529131852300,-0.015218624771742300,-0.02938089026683140,-0.038900427565054200
2015-08-25,-0.006769648801398960,-0.004944040187574220,-0.0061704572725913600,0.02271811697036100
2015-08-26,0.022245999413939700,0.016486805186387600,0.029021037582555300,0.03140819539143450
2015-08-27,0.024140402299537100,0.011821119059018700,0.017401649076596700,0.03996767700652450
2015-08-28,0.0041079058863915400,-0.00043789578077435600,-0.001647367660540970,-0.007137201223664350
2015-08-31,-0.003931144842099220,-0.00305045625623801,-0.004977245659574690,-0.01964951050387100
2015-09-01,-0.018979865749736500,-0.012439285877697600,-0.02299728375140150,-0.03757703090230750
2015-09-02,0.012422403109010500,0.004931528198371730,0.011321696016582700,0.0077459001568289700
2015-09-03,0.002878606385660070,-0.0014261086997603400,0.005152497337702840,-0.009052280647209750
2015-09-04,-0.009752110915713380,-0.001392928161081940,-0.01155338630889070,-0.029777647459136800
2015-09-07,0.0,0.0,0.0,0.0
2015-09-08,0.01505477950906880,0.0089843542343635,0.016258967390636800,0.015084389577505200
2015-09-09,-0.006732912983439700,-0.010875914025349400,-0.009148926097625970,0.01072726237425490
2015-09-10,0.0016802436866323300,-0.000496626149216417,0.0015359719957781500,-0.006015188831707260
2015-09-11,0.0014604215526949900,0.0022058291195974400,0.003167561124569620,0.0037078050115890700
2015-09-14,-0.0032583153545214800,0.0006724285735164590,-0.003333143545703130,-0.0073336931221258400
2015-09-15,0.0057295034575473000,0.007811204998452230,0.008214516566266590,0.0216236094622273
2015-09-16,0.010403591830427900,0.0031231434793241900,0.004714349112777460,0.03481322062168220
2015-09-17,0.004172836627910130,0.002689819369827480,0.00023345488737436200,0.007767268557322900
2015-09-18,-0.011807904595396200,-0.008124430431414750,-0.012255813778895100,-0.01758176914766500
2015-09-21,-0.005188922841287250,-0.00836983743530384,0.006756612846033910,-0.0063523922576502700
2015-09-22,-0.014365924670731100,-0.004426876033399090,-0.010957796316999200,-0.014606118151967300
2015-09-23,-0.006966928536364160,-0.005043451264796220,0.0013443228632177300,-0.01506444021152650
2015-09-24,-0.006186555066429730,-0.0003136912824283080,-0.008966371451451630,0.018674685154722600
2015-09-25,-0.008705068192917390,-0.011242272564677000,-0.003189608883099720,0.0014496112138708800
2015-09-28,-0.030526244000002400,-0.0302816340133375,-0.026430411340857700,-0.03048501814123680
2015-09-29,-0.0040792523293532400,-0.008338889308307400,0.0035016542216805800,-0.004657831908651540
2015-09-30,0.01770400676316150,0.016845118008690800,0.011872546486771700,0.03516638731130640
2015-10-01,0.004077473831567870,0.008618784898667190,0.0016114176361519100,0.010070904267592200
2015-10-02,0.01771779147264590,0.014584382121718000,0.00909337227882756,0.03510463964703090
2015-10-05,0.01628555995487950,-1.95354770350376E-05,0.015564674467326100,0.01231761160314830
2015-10-06,0.0008116137483444860,-0.0009687147729675610,-0.005172394731409960,-0.01646831680486990
2015-10-07,0.01053820670811120,0.0006526755414519860,0.008995819804137770,0.005766412120559620
2015-10-08,0.00602610571789941,0.0062198837376039600,0.0032623659173323100,0.011985152205529200
2015-10-09,0.0011659071735175000,-0.0011165252988558600,0.0003197216152877050,0.010405324891473700
2015-10-12,-0.0022631275739906100,-0.002413938485898880,0.002225022361840300,0.0037270525069825800
2015-10-13,-0.008954028391583770,-0.01139689540855720,-0.003731906624934610,-0.026305707154107100
2015-10-14,0.000324614846989979,0.004492338450844850,-0.004680549841610480,-0.018379723571481400
2015-10-15,0.011445826940449800,0.006205948057715680,0.018472329990788300,0.0025571516728444300
2015-10-16,0.003940916522920060,0.004156691250256860,0.006172903071350430,0.005242966615657930
2015-10-19,-0.004317907229198120,-0.001756047076304170,0.0004598278962375520,0.007145025655070690
2015-10-20,-0.002328210348209630,-0.008878342854270470,0.0014147514067792700,-0.008820902583286830
2015-10-21,-0.013934385919458600,-0.010111109033731400,-0.006907991014543420,-0.015733696071561100
2015-10-22,0.009899543170014850,-0.00822166037332217,0.006310245418656320,0.007891756476609670
2015-10-23,0.012022488516220600,0.01828444098798030,0.008114225173666560,0.01709353018649120
2015-10-26,0.005491178716603870,0.003899617408694270,0.004319303830453430,0.00400668766456902
2015-10-27,-0.010447777210264400,0.003750166256610400,-0.004141274783514120,0.0016800369026153100
2015-10-28,0.016201480270641200,0.00639818324998398,0.006544586750900420,0.011544659961741700
2015-10-29,-0.0012930354908113900,0.0036848349975837600,0.0013089742963388100,-0.0036344547606719200
2015-10-30,0.004128294617100850,-0.0015052517292194500,-0.010815732467507200,0.006531212326751580
2015-11-02,0.012484215284677400,0.010355822606001200,0.002313769399915570,0.01329688770845690
2015-11-03,0.0058532782448204000,0.0022690348922782500,0.007129820458716690,0.01433063522456140
2015-11-04,-0.0017377683424140100,-0.0007055677042061560,-0.0019381165746315000,0.0035142651782205100
2015-11-05,-0.006155277081658640,-0.004111328750458830,0.0020586346504969400,-0.011633422513214900
2015-11-06,0.00554267032156619,-0.0009191327534781020,0.001777847289544670,0.014817748941969900
2015-11-09,-0.007598566888338710,-0.01075928364181090,-0.011258891926589500,-0.019281795281030000
2015-11-10,2.63494193264435E-05,0.005827560502073000,0.0025814527964631600,-0.006143394682728510
2015-11-11,-0.004923494146408690,-0.007050813125397240,-0.0007490696099656800,-0.0035548939547061000
2015-11-12,0.0,0.0,0.0,0.0
2015-11-13,0.0,0.0,0.0,0.0
2015-11-16,0.006608182327954020,0.0021067943966213100,0.012049452044939500,0.04057646836431880
2015-11-17,0.0032244501648739400,0.0017263072609170500,-0.0014087293885890500,0.014900777182699000
2015-11-18,0.014131123610442400,0.010304303195228300,0.015153253918209500,0.017856813783518900
2015-11-19,-0.0034423076444611800,-0.0048606452644839300,0.006745932011709590,0.00320584353729525
2015-11-20,0.005783832400213520,0.006760348667295580,0.0032723509115346600,0.022681416127799500
2015-11-23,-0.0010893980202152400,-0.003780892789463920,0.003150546824891800,0.012117307767075100
2015-11-24,0.003381845582534740,0.0063590863517011300,0.0033759356929998800,-0.00636458045376731
2015-11-25,0.0021903384835291200,0.004682031507891700,0.001627704589818310,7.69236910636018E-06
2015-11-26,0.0,0.0,0.0,0.0
2015-11-27,-0.00038860200904544700,3.70623319434493E-06,0.0011797329922946800,0.004218516469581380
2015-11-30,0.0016825581595980600,-0.005443744907876910,-0.010322597157094600,-0.0036129380355979200
2015-12-01,0.0042714633565099600,0.0100807393468072,0.009055466617081680,0.010648539511324100
2015-12-02,-0.007470586500922030,-0.007102580795797290,-0.016162738200895900,0.011200215144627100
2015-12-03,-0.012023343589620000,-0.007406779346134760,-0.018869471822888700,-0.015716052416417500
2015-12-04,0.008003427690616680,0.007254341570143150,0.012094497271673,0.022916850939401300
2015-12-07,-0.011234283923512100,-0.002762758905692890,-0.009607941253265580,-0.011713181614381000
2015-12-08,-0.00335099101276648,-0.0035401446133454000,-0.0008119593659281500,-0.000835182083885444
2015-12-09,-0.0037917447239160800,-0.003840180180045730,-0.00943188173543863,-0.014748960726263100
2015-12-10,0.0004733786388644300,0.002977120560495370,0.0005942200925348470,-0.0005097216878294790
2015-12-11,-0.01555387954997360,-0.008344656901489,-0.017980689356246300,-0.034280477810095100
2015-12-14,-0.004105289098556900,-0.00015173125128253900,0.012145951158309100,0.004763181369945580
2015-12-15,0.011163635468455200,0.007587122580257290,0.013456848081525100,0.009111587694889730
2015-12-16,0.010686283909682200,0.005379310246948820,0.013326593361308900,0.024483909473707500
2015-12-17,-0.008055648145420810,-0.005603663773823820,-0.013551781142228200,-0.005376775045091600
2015-12-18,-0.004021636650928470,-0.005681266535382810,-0.016062921435576500,-0.011612440112639800
2015-12-21,0.005315768891918980,0.004494523451032070,0.01559266288143560,-0.001764902967701270
2015-12-22,0.00550856991935933,0.0038824160749246800,0.017028394089815900,0.0015585853863333600
2015-12-23,0.008939466117603430,0.008066377107114780,0.018596022599116600,0.010676734343811400
2015-12-24,0.000528936533642943,-0.0004796492566916390,-0.005401083438984820,-0.0025350380089898000
2015-12-28,-0.004882765093333520,-0.006346525510985580,-0.005517685511962080,-0.010758565283603000
2015-12-29,0.0082873320236021,0.00636636888235631,0.01443576405698500,0.012741120379774500
2015-12-30,-0.009673964647741170,-0.0034956161225721000,-0.010775180878617200,-0.014944889618230400
2015-12-31,-0.0025840779527202000,-0.0032372395207825900,-0.010973936245886300,-0.006501792617308210
2016-01-04,-0.013263148092308200,-0.006037349056759790,-0.006017317835758760,-0.04318992097452280
2016-01-05,-0.0003978499074160920,0.002241789592507760,0.006797846939328390,-0.0029600131284786
2016-01-06,-0.011557802331501300,-0.006955197861154950,-0.0033492292463385100,0.017757781489262000
2016-01-07,-0.020495339458921000,-0.0071669561768193900,-0.02132374698769470,-0.033944410842502200
2016-01-08,-0.008148967929308860,-0.008306974184606580,-0.0100710526701977,-0.01758466939906590
2016-01-11,-0.005271563007248510,-0.0014799406245900000,0.011699385344040800,-0.003926502796956720
2016-01-12,0.002875286288517960,0.0007026002056103040,0.010685180123224600,0.01838856454414860
2016-01-13,-0.02227825953113550,-0.014761785267097800,-0.030348789202566100,-0.05061168483700300
2016-01-14,0.012925830221708100,0.012862651186675800,0.0039019058061586800,0.015141171217888800
2016-01-15,-0.01882282496187080,-0.009387306907218450,-0.020972233525463000,-0.02799831843010950
2016-01-18,0.0,0.0,0.0,0.0
2016-01-19,-0.008979176625906750,-0.005699768746263550,0.008740476544669920,0.00834848753517492
2016-01-20,-0.0075514126549584,0.0005640122011685290,0.007992994486910600,-0.012271890781095500
2016-01-21,0.008035515018994360,0.0023676646018087100,0.019820959864549300,-0.008080041328043410
2016-01-22,0.01820761444076390,0.01009818814738430,0.019629006449109100,0.014578037060370800
2016-01-25,-0.016316812800425400,-0.006365398735864950,-0.008262493201190550,-0.01943338050904450
2016-01-26,0.015853884217806400,0.007578692963284170,0.021746422185329000,-0.002146621117658180
2016-01-27,-0.009783785284170680,-0.009412008294334530,-0.0026027347609382000,-0.04412210386769890
2016-01-28,-0.0009437190933035970,-0.009618869883760820,0.0011948853831031900,0.006963993055898230
2016-01-29,0.020814895206838100,0.011936297823765200,0.02568203766000220,0.015365969077963700
2016-02-01,0.0011070174394050000,0.003331031001332590,-0.009244904421877310,0.0017438710048272000
2016-02-02,-0.017924711794529700,-0.009350856184595520,-0.01557079694774380,-0.030383155128850700
2016-02-03,0.003870461426249690,0.0017817559218484800,-0.009526026131964070,-0.007390692775779640
2016-02-04,0.008024946946356250,0.0003455866133024180,-0.006527596289731320,0.013606193704686700
2016-02-05,-0.018228166943528100,-0.005381838883733000,-0.017520712604408700,-0.06650540135670670
2016-02-08,-0.026450929622062700,-0.018074687669097500,-0.022301930050295200,-0.01969686081562510
2016-02-09,-0.005715164067641280,0.0011156937834748700,0.0026459229077926400,-0.00024234575002424200
2016-02-10,0.002316694885656330,0.003364959329028580,0.007319914339846360,0.015840220712250600
2016-02-11,0.0,0.0,0.0,0.0
2016-02-12,0.0,0.0,0.0,0.0
2016-02-15,0.0,0.0,0.0,0.0
2016-02-16,0.021758653342390600,0.01346297628196160,0.008260372392042910,0.04836610857492190
2016-02-17,0.019217694241066900,0.016533546153424400,0.024427284533712300,0.030453047373761000
2016-02-18,-0.003321489111964840,-0.011458415085432200,-0.008407095781313270,-0.020017981097494800
2016-02-19,0.0013133586925917500,-0.0037532803917841300,-0.00023055737611710200,0.0025725335441373300
2016-02-22,0.0171285601546185,0.011408934642269900,0.0028886561423562300,0.020310384050441900
2016-02-23,-0.009970246762023630,-0.0007766117721473840,-0.00820609076332135,-0.022989079259534100
2016-02-24,0.006225516666053640,0.0008327547104729490,0.002488915172225160,0.0121321396966938
2016-02-25,0.008691130121511130,0.014958124360212400,0.022395657795079200,-0.011996734264259100
2016-02-26,0.003479999193769510,0.0021738463591121100,0.026420922421728,0.008685145549796940
2016-02-29,-0.007370847656082540,-0.01597191234307870,-0.007554188168658830,-0.0019773118923152000
2016-03-01,0.016905862529351400,0.00973502737672427,0.012633784413597100,0.03016392710970430
2016-03-02,0.005056868035450580,0.0021881395278267000,-0.0003380736868981990,7.27398839162063E-05
2016-03-03,0.0012305726283681200,-0.0029798492458547000,0.002121857376878640,-0.005008508837568090
2016-03-04,0.00418335703368844,-0.003887636646889180,-0.0006707110405643760,0.022272164752466200
2016-03-07,0.005660870445602260,0.00862321068992622,-0.006536817819289830,-0.013451825592426600
2016-03-08,-0.01750845392258680,-0.011011396452427100,-0.006303000092553360,-0.004350896603222080
2016-03-09,0.005793885143833500,0.009729151758868900,0.004657037111790220,0.007992729173773580
2016-03-10,-0.00389455648707715,-0.00031128706216476700,-0.004456508495343400,-0.004563715126337130
2016-03-11,0.01903777688964930,0.015285068952926000,0.010857811704318300,0.027820305298719600
2016-03-14,-0.005807188739910260,-0.0033772573916617300,0.005121031386205340,-0.001028685516212940
2016-03-15,-0.013791906070086800,-0.022875438381791400,0.0007480030364910300,-0.011230743251396400
2016-03-16,0.006176907062249490,-0.007324738063973160,0.01058575535836240,0.014686640044794900
2016-03-17,0.0017941579238094400,-0.00874103977685392,0.0032324167457926700,-0.003816666516831880
2016-03-18,0.0021265873356211000,0.000654095057435855,-0.004215522149350950,0.008378715846593780
2016-03-21,0.0013711069970732100,0.007469001106202630,-0.007110740122089120,0.004221900288363220
2016-03-22,-0.004525724983084460,0.005903967461847290,-0.0019204501317549000,-0.003169261005574130
2016-03-23,-0.009990518528636310,-0.005828893527134340,0.0011381842140905100,-0.010514427582253500
2016-03-24,-0.00028671207463848400,0.0002190992102995000,-0.004481540104161460,-0.00445917347937741
2016-03-28,-0.0030643094142626100,-0.00470690518203154,0.011617281287847200,-0.00036479506440134600
2016-03-29,0.008985405902530500,0.011124467200583700,0.012916849568494100,0.018896308632984500
2016-03-30,0.0028208280372634700,-0.0016692640623439100,0.002588124374719000,0.008359607174621480
2016-03-31,-0.0009249940641816720,-0.003510449972507710,-0.0024395571904852800,-0.0017085856077998500
2016-04-01,0.0032753796340228000,0.007024010699341780,0.005527045065269130,0.013311262000912800
2016-04-04,-0.003574320168184380,0.0029676783852279300,-0.003513714627500720,-0.005376619862118350
2016-04-05,-0.009667909070622210,-0.022689102891335000,-0.010460570083218800,-0.004369920589068040
2016-04-06,0.008819401023869360,0.018039443537513100,0.005895946289570240,0.0065832216730499200
2016-04-07,-0.009401695515144580,-0.004248591266485470,-0.011561601358349800,-0.007112992175216550
2016-04-08,0.003901574852940740,-0.005314752634420610,0.009590960182162660,0.0022176079552160800
2016-04-11,-0.0058310294355274900,-0.009683372885724180,-0.005430750550990290,0.003714779859686820
2016-04-12,0.006013259686329380,-0.0035761122603760200,0.006784412988310120,0.023829151744722900
2016-04-13,0.012289413906366300,0.005596572246581830,-0.004322492687916620,0.027532132988580000
2016-04-14,0.000606495050538669,-0.0022040669420415600,-0.0020966532868552700,0.0005654676295347990
2016-04-15,-0.002370025719979910,-0.0010452792883982600,0.007154913699123800,0.0071604573980954500
2016-04-18,0.007066815233812250,0.005772799947748150,0.00460810131689815,-0.008639801863611460
2016-04-19,0.003919927938036640,0.009115507867141440,0.001912746280488210,-0.0365152605973077
2016-04-20,0.002563523938495790,0.000960980352443519,-0.0027804284511133700,0.006317437148658510
2016-04-21,-0.0005453620729092280,0.006034894451984570,-0.01247679484349660,-0.008507644343830330
2016-04-22,0.0051609595976125400,0.0008921607288487900,0.011491016535411600,-0.001503478544461530
2016-04-25,-0.010636874802311500,-0.01704739245250140,0.005078456460256840,-0.014188557986163400
2016-04-26,0.0026144421373812700,-0.0037828522464415900,0.0013611276676075400,-0.016556912575783200
2016-04-27,0.0016943559371289700,0.0006568054895850220,0.004552151584403810,0.002909507890388460
2016-04-28,-0.005115166461696190,-0.009995548395865360,-0.007945956164526540,0.00028203075239607900
2016-04-29,-0.009058429747901390,-0.006856352381748530,-0.005840948214794200,-0.0010410715899730200
2016-05-02,0.0042269001014076900,0.0015840666111854900,0.014011038772253200,0.0027505691452722700
2016-05-03,-0.008875532577072080,0.0014204066898175800,-0.010383581970840900,-0.01970927240733830
2016-05-04,-0.0070719083120668300,-0.009152156050060150,0.009203088454748710,-0.00896886018459453
2016-05-05,0.0014953551656669000,-0.005276859886237720,0.025759788150121500,0.00030109553187429600
2016-05-06,-0.007515538471221110,-0.023791933109511900,0.008882507533384040,-0.001711412318632030
2016-05-09,-0.00024067184074683100,0.016252386993219800,0.002431555958092750,-0.016206567527093700
2016-05-10,0.009993002762485490,0.010116331510395800,0.0186116892704542,0.014961364200595500
