Company Name,Date,Close
General Electric,12/1/2014 16:00:00,26.02
,12/2/2014 16:00:00,26.05
,12/3/2014 16:00:00,26.38
,12/4/2014 16:00:00,26.09
,12/5/2014 16:00:00,26.01
,12/8/2014 16:00:00,25.69
,12/9/2014 16:00:00,25.58
,12/10/2014 16:00:00,25.27
,12/11/2014 16:00:00,25.41
,12/12/2014 16:00:00,24.89
,12/15/2014 16:00:00,24.59
,12/16/2014 16:00:00,24.49
,12/17/2014 16:00:00,24.66
,12/18/2014 16:00:00,25.14
,12/19/2014 16:00:00,25.62
,12/22/2014 16:00:00,25.71
,12/23/2014 16:00:00,25.88
,12/24/2014 16:00:00,25.83
,12/26/2014 16:00:00,25.78
,12/29/2014 16:00:00,25.7
,12/30/2014 16:00:00,25.57
,12/31/2014 16:00:00,25.27
,1/2/2015 16:00:00,25.06
,1/5/2015 16:00:00,24.6
,1/6/2015 16:00:00,24.07
,1/7/2015 16:00:00,24.08
,1/8/2015 16:00:00,24.37
,1/9/2015 16:00:00,24.03
,1/12/2015 16:00:00,23.98
,1/13/2015 16:00:00,23.86
,1/14/2015 16:00:00,23.78
,1/15/2015 16:00:00,23.58
,1/16/2015 16:00:00,23.59
,1/20/2015 16:00:00,23.85
,1/21/2015 16:00:00,24.04
,1/22/2015 16:00:00,24.28
,1/23/2015 16:00:00,24.48
,1/26/2015 16:00:00,24.59
,1/27/2015 16:00:00,24.38
,1/28/2015 16:00:00,23.84
,1/29/2015 16:00:00,24.08
,1/30/2015 16:00:00,23.89
,2/2/2015 16:00:00,24.21
,2/3/2015 16:00:00,24.47
,2/4/2015 16:00:00,24.16
,2/5/2015 16:00:00,24.5
,2/6/2015 16:00:00,24.52
,2/9/2015 16:00:00,24.64
,2/10/2015 16:00:00,24.72
,2/11/2015 16:00:00,24.77
,2/12/2015 16:00:00,24.89
,2/13/2015 16:00:00,25.15
,2/17/2015 16:00:00,25.17
,2/18/2015 16:00:00,25.25
,2/19/2015 16:00:00,25.01
,2/20/2015 16:00:00,25.21
,2/23/2015 16:00:00,25.17
,2/24/2015 16:00:00,25.39
,2/25/2015 16:00:00,25.91
,2/26/2015 16:00:00,25.89
,2/27/2015 16:00:00,25.99
,3/2/2015 16:00:00,26.11
,3/3/2015 16:00:00,25.86
,3/4/2015 16:00:00,25.66
,3/5/2015 16:00:00,25.82
,3/6/2015 16:00:00,25.42
,3/9/2015 16:00:00,25.64
,3/10/2015 16:00:00,25.17
,3/11/2015 16:00:00,25.19
,3/12/2015 16:00:00,25.4
,3/13/2015 16:00:00,25.04
,3/16/2015 16:00:00,25.45
,3/17/2015 16:00:00,25.31
,3/18/2015 16:00:00,25.64
,3/19/2015 16:00:00,25.33
,3/20/2015 16:00:00,25.4
,3/23/2015 16:00:00,25.47
,3/24/2015 16:00:00,25.27
,3/25/2015 16:00:00,24.91
,3/26/2015 16:00:00,24.8
,3/27/2015 16:00:00,24.86
,3/30/2015 16:00:00,25.12
,3/31/2015 16:00:00,24.81
,4/1/2015 16:00:00,24.84
,4/2/2015 16:00:00,24.94
,4/6/2015 16:00:00,25.18
,4/7/2015 16:00:00,25.02
,4/8/2015 16:00:00,25.01
,4/9/2015 16:00:00,25.73
,4/10/2015 16:00:00,28.51
,4/13/2015 16:00:00,27.63
,4/14/2015 16:00:00,27.73
,4/15/2015 16:00:00,27.46
,4/16/2015 16:00:00,27.28
,4/17/2015 16:00:00,27.25
,4/20/2015 16:00:00,27.02
,4/21/2015 16:00:00,26.62
,4/22/2015 16:00:00,26.91
,4/23/2015 16:00:00,26.85
,4/24/2015 16:00:00,26.8
,4/27/2015 16:00:00,26.88
,4/28/2015 16:00:00,27.12
,4/29/2015 16:00:00,27.09
,4/30/2015 16:00:00,27.08
,5/1/2015 16:00:00,27.31
,5/4/2015 16:00:00,27.27
,5/5/2015 16:00:00,26.92
,5/6/2015 16:00:00,26.81
,5/7/2015 16:00:00,27.04
,5/8/2015 16:00:00,27.36
,5/11/2015 16:00:00,26.92
,5/12/2015 16:00:00,27.03
,5/13/2015 16:00:00,27.21
,5/14/2015 16:00:00,27.41
,5/15/2015 16:00:00,27.27
,5/18/2015 16:00:00,27.31
,5/19/2015 16:00:00,27.35
,5/20/2015 16:00:00,27.64
,5/21/2015 16:00:00,27.72
,5/22/2015 16:00:00,27.68
,5/26/2015 16:00:00,27.52
,5/27/2015 16:00:00,27.52
,5/28/2015 16:00:00,27.63
,5/29/2015 16:00:00,27.27
,6/1/2015 16:00:00,27.28
,6/2/2015 16:00:00,27.33
,6/3/2015 16:00:00,27.53
,6/4/2015 16:00:00,27.26
,6/5/2015 16:00:00,27.29
