Date,Algo 1,Algo 2
2014-05-28,0.0017446466944906400,
2014-05-29,0.003978067122430200,
2014-05-30,0.004464154449145610,
2014-06-02,0.005692407792873900,
2014-06-03,0.005292254857469620,
2014-06-04,-0.001837573515192170,
2014-06-05,0.004062389903839600,0.013285047859202800
2014-06-06,0.001856653527175450,0.008283771193849780
2014-06-09,-0.005011641725495160,0.005668108528444870
2014-06-10,0.004406054730592150,-0.0007354920754258350
2014-06-11,0.004760098111486000,-0.0037612790592383700
2014-06-12,-2.8236584441595E-05,-0.0038411294061609800
2014-06-13,0.0019173935356267700,-0.0008143888607544560
2014-06-16,0.0010840264294560500,0.0018306830134897000
2014-06-17,0.0009220495467447560,0.006869710025412220
2014-06-18,-0.0063033411754054700,0.007228216204864130
2014-06-19,-0.0008528868558436870,0.003988947576781750
2014-06-20,0.006397620886421570,0.003928499081696560
2014-06-23,-0.004532259262218120,-0.0006147431802631350
2014-06-24,0.011861275097833800,-0.00938909409881114
2014-06-25,-0.001321402869643940,0.006322459050504330
2014-06-26,-0.00021271812577845200,-0.0003335179834055580
2014-06-27,0.007136136430268800,0.004594924514057740
2014-06-30,-0.0015836216300565800,0.0052421591318199900
2014-07-01,0.0018174824626382600,0.007710392939257290
2014-07-02,0.003299779428118710,-0.002833826703552410
2014-07-03,0.0013577194261448000,0.00312509518685981
2014-07-07,0.0027818636553532800,-0.012257574036568200
2014-07-08,0.0024881253574092400,-0.010457268201887100
2014-07-09,-0.001880924722077450,0.004427119776971330
2014-07-10,-0.0011531534959454300,-0.011213780405347100
2014-07-11,-0.00036581936712898100,0.0027801397669089900
2014-07-14,0.0044603221215334400,0.004614064755532750
2014-07-15,-0.002106388389867260,-0.007798816212944210
2014-07-16,-0.0031863350549020800,0.00010923873470359400
2014-07-17,-0.009029619474488050,-0.008056234774919180
2014-07-18,0.012265244833335300,0.008167202519394090
2014-07-21,-0.004785684737446070,0.00017007581264343000
2014-07-22,0.007619713513634220,0.00415289569809441
2014-07-23,0.0021532885567249500,0.00010891207016752100
2014-07-24,-0.0024857972959861900,-0.0028715123351462500
2014-07-25,-0.0034659663762372400,-0.002641164063235370
2014-07-28,-0.0089519282231263,-0.0032856980644952100
2014-07-29,0.004511134113163540,-0.0011742277757999200
2014-07-30,0.008790942606257700,0.00016439086283371400
2014-07-31,-0.0014077209495477800,-0.01620645722679360
2014-08-01,-0.0008597108004017390,-0.003613245188065120
2014-08-04,0.0006889860058863560,0.0005876221785659450
2014-08-05,-0.002205733099687280,-0.0039195878363943700
2014-08-06,0.005692063266995200,0.00384910993192493
2014-08-07,-0.0016453692082982700,-0.004516224483090400
2014-08-08,0.0013194725986463100,0.007735458680477930
2014-08-11,0.00021377692339886700,0.006613593653962720
2014-08-12,0.0051435080172434400,-0.004226658630555240
2014-08-13,0.0036634823894547100,0.006931657910925500
2014-08-14,-0.0024179365594439600,0.0002980400377518130
2014-08-15,-1.79660455997188E-05,-0.00026187333080667500
2014-08-18,-0.0049576343378147400,0.011767294203932000
2014-08-19,-0.0022663626601018100,0.0027420819101058800
2014-08-20,0.004074905107816430,-0.0020019474825369100
2014-08-21,0.001834269611793140,0.0020101921825866200
2014-08-22,-0.005166262165550780,-0.00023489439552943800
2014-08-25,-0.008966484296042880,0.0052418813385942200
2014-08-26,0.0012203827828643900,0.004719195683526580
2014-08-27,0.000842947700061528,5.30628936004823E-05
2014-08-28,0.0017088433846949900,-0.0030426857053632100
2014-08-29,4.16157411889427E-05,0.0060664517459874900
2014-09-02,-0.005222752180781990,0.004213513442744720
2014-09-03,0.006050495360124310,-0.002217419029543480
2014-09-04,-0.002193134040343710,-0.0016544619517980100
2014-09-05,0.0003790485857775710,0.0027184944389710200
