Company Name,Date,Close
Prospect Capital Corporation,12/1/2014 16:00:00,9.05
,12/2/2014 16:00:00,9.13
,12/3/2014 16:00:00,9.08
,12/4/2014 16:00:00,8.89
,12/5/2014 16:00:00,8.89
,12/8/2014 16:00:00,8.27
,12/9/2014 16:00:00,8.33
,12/10/2014 16:00:00,8.15
,12/11/2014 16:00:00,8.2
,12/12/2014 16:00:00,8.11
,12/15/2014 16:00:00,8.17
,12/16/2014 16:00:00,8.32
,12/17/2014 16:00:00,8.45
,12/18/2014 16:00:00,8.63
,12/19/2014 16:00:00,8.64
,12/22/2014 16:00:00,8.55
,12/23/2014 16:00:00,8.61
,12/24/2014 16:00:00,8.59
,12/26/2014 16:00:00,8.51
,12/29/2014 16:00:00,8.32
,12/30/2014 16:00:00,8.24
,12/31/2014 16:00:00,8.26
,1/2/2015 16:00:00,8.4
,1/5/2015 16:00:00,8.35
,1/6/2015 16:00:00,8.32
,1/7/2015 16:00:00,8.48
,1/8/2015 16:00:00,8.57
,1/9/2015 16:00:00,8.55
,1/12/2015 16:00:00,8.52
,1/13/2015 16:00:00,8.57
,1/14/2015 16:00:00,8.45
,1/15/2015 16:00:00,8.31
,1/16/2015 16:00:00,8.42
,1/20/2015 16:00:00,8.37
,1/21/2015 16:00:00,8.44
,1/22/2015 16:00:00,8.5
,1/23/2015 16:00:00,8.56
,1/26/2015 16:00:00,8.62
,1/27/2015 16:00:00,8.59
,1/28/2015 16:00:00,8.4
,1/29/2015 16:00:00,8.28
,1/30/2015 16:00:00,8.25
,2/2/2015 16:00:00,8.23
,2/3/2015 16:00:00,8.45
,2/4/2015 16:00:00,8.31
,2/5/2015 16:00:00,8.46
,2/6/2015 16:00:00,8.63
,2/9/2015 16:00:00,8.64
,2/10/2015 16:00:00,8.63
,2/11/2015 16:00:00,8.48
,2/12/2015 16:00:00,8.6
,2/13/2015 16:00:00,8.67
,2/17/2015 16:00:00,8.78
,2/18/2015 16:00:00,8.75
,2/19/2015 16:00:00,8.79
,2/20/2015 16:00:00,8.8
,2/23/2015 16:00:00,8.77
,2/24/2015 16:00:00,8.81
,2/25/2015 16:00:00,8.71
,2/26/2015 16:00:00,8.62
,2/27/2015 16:00:00,8.63
,3/2/2015 16:00:00,8.6
,3/3/2015 16:00:00,8.71
,3/4/2015 16:00:00,8.77
,3/5/2015 16:00:00,8.74
,3/6/2015 16:00:00,8.73
,3/9/2015 16:00:00,8.65
,3/10/2015 16:00:00,8.51
,3/11/2015 16:00:00,8.49
,3/12/2015 16:00:00,8.53
,3/13/2015 16:00:00,8.51
,3/16/2015 16:00:00,8.52
,3/17/2015 16:00:00,8.49
,3/18/2015 16:00:00,8.55
,3/19/2015 16:00:00,8.51
,3/20/2015 16:00:00,8.56
,3/23/2015 16:00:00,8.55
,3/24/2015 16:00:00,8.52
,3/25/2015 16:00:00,8.54
,3/26/2015 16:00:00,8.55
,3/27/2015 16:00:00,8.44
,3/30/2015 16:00:00,8.41
,3/31/2015 16:00:00,8.45
,4/1/2015 16:00:00,8.4
,4/2/2015 16:00:00,8.42
,4/6/2015 16:00:00,8.42
,4/7/2015 16:00:00,8.39
,4/8/2015 16:00:00,8.37
,4/9/2015 16:00:00,8.39
,4/10/2015 16:00:00,8.39
,4/13/2015 16:00:00,8.39
,4/14/2015 16:00:00,8.41
,4/15/2015 16:00:00,8.42
,4/16/2015 16:00:00,8.54
,4/17/2015 16:00:00,8.54
,4/20/2015 16:00:00,8.6
,4/21/2015 16:00:00,8.55
,4/22/2015 16:00:00,8.64
,4/23/2015 16:00:00,8.65
,4/24/2015 16:00:00,8.56
,4/27/2015 16:00:00,8.47
,4/28/2015 16:00:00,8.35
,4/29/2015 16:00:00,8.34
,4/30/2015 16:00:00,8.35
,5/1/2015 16:00:00,8.31
,5/4/2015 16:00:00,8.07
,5/5/2015 16:00:00,7.88
,5/6/2015 16:00:00,7.78
,5/7/2015 16:00:00,8.04
,5/8/2015 16:00:00,7.98
,5/11/2015 16:00:00,7.99
,5/12/2015 16:00:00,8.05
,5/13/2015 16:00:00,8.16
,5/14/2015 16:00:00,8.19
,5/15/2015 16:00:00,8.22
,5/18/2015 16:00:00,8.21
,5/19/2015 16:00:00,8.19
,5/20/2015 16:00:00,8.13
,5/21/2015 16:00:00,8.13
,5/22/2015 16:00:00,8.09
,5/26/2015 16:00:00,8.03
,5/27/2015 16:00:00,7.94
,5/28/2015 16:00:00,7.95
,5/29/2015 16:00:00,7.9
,6/1/2015 16:00:00,7.81
,6/2/2015 16:00:00,7.8
,6/3/2015 16:00:00,7.76
,6/4/2015 16:00:00,7.75
,6/5/2015 16:00:00,7.6
,6/8/2015 16:00:00,7.48
,6/9/2015 16:00:00,7.22
,6/10/2015 16:00:00,7.25
,6/11/2015 16:00:00,7.48
,6/12/2015 16:00:00,7.58
,6/15/2015 16:00:00,7.61
,6/16/2015 16:00:00,7.65
,6/17/2015 16:00:00,7.65
,6/18/2015 16:00:00,7.69
,6/19/2015 16:00:00,7.72
,6/22/2015 16:00:00,7.76
,6/23/2015 16:00:00,7.76
,6/24/2015 16:00:00,7.75
,6/25/2015 16:00:00,7.7
,6/26/2015 16:00:00,7.5
,6/29/2015 16:00:00,7.32
,6/30/2015 16:00:00,7.37
,7/1/2015 16:00:00,7.42
,7/2/2015 16:00:00,7.42
,7/6/2015 16:00:00,7.33
,7/7/2015 16:00:00,7.37
,7/8/2015 16:00:00,7.32
,7/9/2015 16:00:00,7.32
,7/10/2015 16:00:00,7.37
,7/13/2015 16:00:00,7.5
,7/14/2015 16:00:00,7.47
,7/15/2015 16:00:00,7.5
,7/16/2015 16:00:00,7.58
,7/17/2015 16:00:00,7.52
,7/20/2015 16:00:00,7.5
,7/21/2015 16:00:00,7.38
,7/22/2015 16:00:00,7.35
,7/23/2015 16:00:00,7.31
,7/24/2015 16:00:00,7.18
,7/27/2015 16:00:00,7.14
,7/28/2015 16:00:00,7.12
,7/29/2015 16:00:00,7.17
,7/30/2015 16:00:00,7.15
,7/31/2015 16:00:00,7.13
,8/3/2015 16:00:00,7.07
,8/4/2015 16:00:00,7.03
,8/5/2015 16:00:00,7.03
,8/6/2015 16:00:00,7.17
,8/7/2015 16:00:00,7.14
,8/10/2015 16:00:00,7.23
,8/11/2015 16:00:00,7.35
,8/12/2015 16:00:00,7.38
,8/13/2015 16:00:00,7.35
,8/14/2015 16:00:00,7.4
,8/17/2015 16:00:00,7.39
,8/18/2015 16:00:00,7.33
,8/19/2015 16:00:00,7.29
,8/20/2015 16:00:00,7.18
,8/21/2015 16:00:00,7.25
,8/24/2015 16:00:00,6.98
,8/25/2015 16:00:00,7
,8/26/2015 16:00:00,7.04
,8/27/2015 16:00:00,7.5
,8/28/2015 16:00:00,7.71
,8/31/2015 16:00:00,7.6
,9/1/2015 16:00:00,7.49
,9/2/2015 16:00:00,7.57
,9/3/2015 16:00:00,7.69
,9/4/2015 16:00:00,7.84
,9/8/2015 16:00:00,7.99
,9/9/2015 16:00:00,7.93
,9/10/2015 16:00:00,7.97
,9/11/2015 16:00:00,7.94
,9/14/2015 16:00:00,7.91
,9/15/2015 16:00:00,7.9
,9/16/2015 16:00:00,7.95
,9/17/2015 16:00:00,7.88
,9/18/2015 16:00:00,7.83
,9/21/2015 16:00:00,7.82
,9/22/2015 16:00:00,7.84
,9/23/2015 16:00:00,7.8
,9/24/2015 16:00:00,7.87
,9/25/2015 16:00:00,7.83
,9/28/2015 16:00:00,7.32
,9/29/2015 16:00:00,7.08
,9/30/2015 16:00:00,7.13
,10/1/2015 16:00:00,7.4
