Company Name,Date,Close
Nextera Energy Partners LP,12/1/2014 16:00:00,36.19
,12/2/2014 16:00:00,36.19
,12/3/2014 16:00:00,35.88
,12/4/2014 16:00:00,35.73
,12/5/2014 16:00:00,35.75
,12/8/2014 16:00:00,35.04
,12/9/2014 16:00:00,34.67
,12/10/2014 16:00:00,32.9
,12/11/2014 16:00:00,32.89
,12/12/2014 16:00:00,32.66
,12/15/2014 16:00:00,32.84
,12/16/2014 16:00:00,33.08
,12/17/2014 16:00:00,34.21
,12/18/2014 16:00:00,34.46
,12/19/2014 16:00:00,34.19
,12/22/2014 16:00:00,33.75
,12/23/2014 16:00:00,32.65
,12/24/2014 16:00:00,32.79
,12/26/2014 16:00:00,32.28
,12/29/2014 16:00:00,32.61
,12/30/2014 16:00:00,32.65
,12/31/2014 16:00:00,33.75
,1/2/2015 16:00:00,34
,1/5/2015 16:00:00,34.38
,1/6/2015 16:00:00,34.49
,1/7/2015 16:00:00,36.54
,1/8/2015 16:00:00,36.6
,1/9/2015 16:00:00,37.92
,1/12/2015 16:00:00,39.08
,1/13/2015 16:00:00,40.35
,1/14/2015 16:00:00,39.98
,1/15/2015 16:00:00,39.44
,1/16/2015 16:00:00,38.42
,1/20/2015 16:00:00,38.05
,1/21/2015 16:00:00,38.13
,1/22/2015 16:00:00,37.41
,1/23/2015 16:00:00,39.09
,1/26/2015 16:00:00,40.32
,1/27/2015 16:00:00,40
,1/28/2015 16:00:00,39.97
,1/29/2015 16:00:00,39.96
,1/30/2015 16:00:00,40.09
,2/2/2015 16:00:00,40.09
,2/3/2015 16:00:00,40.46
,2/4/2015 16:00:00,39.7
,2/5/2015 16:00:00,40.16
,2/6/2015 16:00:00,39.06
,2/9/2015 16:00:00,39.35
,2/10/2015 16:00:00,39.56
,2/11/2015 16:00:00,39.49
,2/12/2015 16:00:00,39.83
,2/13/2015 16:00:00,39.01
,2/17/2015 16:00:00,39.11
,2/18/2015 16:00:00,39.97
,2/19/2015 16:00:00,40.99
,2/20/2015 16:00:00,41.27
,2/23/2015 16:00:00,41.01
,2/24/2015 16:00:00,40.68
,2/25/2015 16:00:00,41.04
,2/26/2015 16:00:00,40.4
,2/27/2015 16:00:00,39.45
,3/2/2015 16:00:00,38.69
,3/3/2015 16:00:00,38.61
,3/4/2015 16:00:00,39.01
,3/5/2015 16:00:00,39.01
,3/6/2015 16:00:00,37.38
,3/9/2015 16:00:00,38.24
,3/10/2015 16:00:00,37.81
,3/11/2015 16:00:00,37.84
,3/12/2015 16:00:00,40.97
,3/13/2015 16:00:00,40.02
,3/16/2015 16:00:00,40.42
,3/17/2015 16:00:00,40.94
,3/18/2015 16:00:00,41.48
,3/19/2015 16:00:00,42.16
,3/20/2015 16:00:00,43.47
,3/23/2015 16:00:00,44.6
,3/24/2015 16:00:00,43.82
,3/25/2015 16:00:00,43.33
,3/26/2015 16:00:00,43.29
,3/27/2015 16:00:00,43.33
,3/30/2015 16:00:00,43.41
,3/31/2015 16:00:00,43.82
,4/1/2015 16:00:00,44.17
,4/2/2015 16:00:00,44.38
,4/6/2015 16:00:00,42.66
,4/7/2015 16:00:00,42.7
,4/8/2015 16:00:00,42.41
,4/9/2015 16:00:00,42.29
,4/10/2015 16:00:00,42.03
,4/13/2015 16:00:00,43.16
,4/14/2015 16:00:00,42.51
,4/15/2015 16:00:00,43.11
,4/16/2015 16:00:00,43.02
,4/17/2015 16:00:00,41.9
,4/20/2015 16:00:00,41.79
,4/21/2015 16:00:00,41.72
,4/22/2015 16:00:00,41.62
,4/23/2015 16:00:00,41.99
,4/24/2015 16:00:00,43.14
,4/27/2015 16:00:00,44.12
,4/28/2015 16:00:00,43.15
,4/29/2015 16:00:00,42.66
,4/30/2015 16:00:00,42.37
,5/1/2015 16:00:00,42.16
,5/4/2015 16:00:00,42.3
,5/5/2015 16:00:00,41.9
,5/6/2015 16:00:00,41.87
,5/7/2015 16:00:00,41.35
,5/8/2015 16:00:00,43.9
,5/11/2015 16:00:00,43.11
,5/12/2015 16:00:00,43.29
,5/13/2015 16:00:00,43.75
,5/14/2015 16:00:00,43.86
,5/15/2015 16:00:00,43.95
,5/18/2015 16:00:00,43.91
,5/19/2015 16:00:00,43.58
,5/20/2015 16:00:00,44.28
,5/21/2015 16:00:00,45.46
,5/22/2015 16:00:00,45.19
,5/26/2015 16:00:00,45.01
,5/27/2015 16:00:00,46.69
,5/28/2015 16:00:00,46.84
,5/29/2015 16:00:00,47.25
,6/1/2015 16:00:00,47.71
,6/2/2015 16:00:00,47.11
,6/3/2015 16:00:00,46.17
,6/4/2015 16:00:00,44.41
,6/5/2015 16:00:00,44.53
,6/8/2015 16:00:00,43.92
,6/9/2015 16:00:00,43.44
,6/10/2015 16:00:00,43.76
,6/11/2015 16:00:00,44.87
,6/12/2015 16:00:00,42.97
,6/15/2015 16:00:00,42.61
,6/16/2015 16:00:00,42.02
,6/17/2015 16:00:00,42.21
,6/18/2015 16:00:00,42.94
,6/19/2015 16:00:00,42.99
,6/22/2015 16:00:00,42.81
